UniqueID	Topic	Difficulty	Source2020S	Source2020W	Source2021S	DateCompleted	QuestionType(s)	Instructions_latex	Data1_latex	Data2_latex	Image1	Image1Caption	Image2	Image2Caption	ImageArrangement	Notes	Omit?	Instructor_comments
QU1601511503055	Tone	easy	Quiz 10, Question 3	Quiz 10, Question 3	Quiz 10, Question 3	2021-06-25		Section 4.2 of chapter 13 in the Peng textbook presented an autosegmental analysis of Mende tone distribution. Explain why the form shown below should NOT be the UR for any morpheme in Mende.			mende_junction_c.png							URs don't have pre-linked tones; the association lines are generated by rules (tone-mapping procedures), AND there's no reason to violate the OCP in the UR of a single morpheme, but this one has two adjacent L tones
QU1601511503747	Tone	easy	Quiz 10, Question 3	Quiz 10, Question 3	Quiz 10, Question 3	2021-06-25		Section 4.2 of chapter 13 in the Peng textbook presented an autosegmental analysis of Mende tone distribution. Explain why the form shown below should NOT be the UR for any morpheme in Mende.			mende_junction_d.png							URs don't have pre-linked tones; the association lines are generated by rules (tone-mapping procedures)
QU1601511508829	Tone	medium	Day 12 Handout, Question 5	Week 12 Handout, Question 5	Day 12 Handout, Question 5	2021-06-25		Explain which of the three rules will apply to the form given below, and whether each of those rules would have an effect or not.	Peng’s Tone-Mapping Procedure for Mende: \begin{enumerate} \item L-to-R association: Associate the first tone to the first TBU, the second tone to the second TBU, and so on, until all tones or all TBUS are exhausted. \item Leftover-tone Linking: Associate any remaining unlinked tones to the last TBU. \item Leftover-TBU Linking: Associate the last tone to any TBU without a tone. \end{enumerate}		mendetone_a.png							L-to-R association is the only one that applies; it links up each of the three tones to a TBU, and then the other rules have nothing to do, because their context isn't met (there are no leftover tones or TBUs)
QU1601511509454	Tone	medium	Day 12 Handout, Question 5	Week 12 Handout, Question 5	Day 12 Handout, Question 5	2021-06-25		Explain which of the three rules will apply to the form given below, and whether each of those rules would have an effect or not.	Peng’s Tone-Mapping Procedure for Mende: \begin{enumerate} \item L-to-R association: Associate the first tone to the first TBU, the second tone to the second TBU, and so on, until all tones or all TBUS are exhausted. \item Leftover-tone Linking: Associate any remaining unlinked tones to the last TBU. \item Leftover-TBU Linking: Associate the last tone to any TBU without a tone. \end{enumerate}		mendetone_b.png							L-to-R association applies and links the H tone to the first TBU [a]; last-TBU linking doesn't apply because there are no leftover tones; then last-tone linking does apply, and connects all of the leftover TBUs (in this case, [u] and [e]) to the final tone (in this case, H)
QU1601511510335	Tone	medium	Day 12 Handout, Question 5	Week 12 Handout, Question 5	Day 12 Handout, Question 5	2021-06-25		Explain which of the three rules will apply to the form given below, and whether each of those rules would have an effect or not.	Peng’s Tone-Mapping Procedure for Mende: \begin{enumerate} \item L-to-R association: Associate the first tone to the first TBU, the second tone to the second TBU, and so on, until all tones or all TBUS are exhausted. \item Leftover-tone Linking: Associate any remaining unlinked tones to the last TBU. \item Leftover-TBU Linking: Associate the last tone to any TBU without a tone. \end{enumerate}		mendetone_c.png							L-to-R association applies and links the H tone to the first TBU [a] and the L tone to the second TBU [u]; last-TBU linking doesn't apply because there are no leftover tones; then last-tone linking does apply, and connects all of the leftover TBUs (in this case, [e]) to the final tone (in this case, L)
QU1601511510904	Tone	medium	Day 12 Handout, Question 5	Week 12 Handout, Question 5	Day 12 Handout, Question 5	2021-06-25		Explain which of the three rules will apply to the form given below, and whether each of those rules would have an effect or not.	Peng’s Tone-Mapping Procedure for Mende: \begin{enumerate} \item L-to-R association: Associate the first tone to the first TBU, the second tone to the second TBU, and so on, until all tones or all TBUS are exhausted. \item Leftover-tone Linking: Associate any remaining unlinked tones to the last TBU. \item Leftover-TBU Linking: Associate the last tone to any TBU without a tone. \end{enumerate}		mendetone_d.png							L-to-R association applies, and links the first three tones (H L H) to the first three TBUs ([a], [u], [e]). Then last-TBU linking applies and links the leftover L tone to the last TBU ([e]). Last-tone linking will not apply because there are no leftover TBUs.
QU1601511511765	Tone	hard	Day 12 Handout, Question 6	Week 12 Handout, Question 6	Day 12 Handout, Question 6	2021-06-25	UR	Explain how you would figure out the underlying representations of stems in this dataset.			kukuya.png							We don't see any alternations in this dataset, so we're just looking at static patterns; we don't have completely contrastive examples, but we do have tonal contrasts -- a single-mora root, for example, can be L, H, LH, HL, or LHL (and some of these roots are even segmentally contrastive, too). We see that these are the five basic patterns of tone, and they can get stretched out or squished together, but there are all five, so we assume that these are the tonal invntory. For any actual word, we take its segments and combine it (without associaton lines) with the appropriate tonal category.
QU1601511512224	Tone	hard	Day 12 Handout, Question 6	Week 12 Handout, Question 6	Day 12 Handout, Question 6	2021-06-25		Explain how you would figure out the tone-mapping procedures that apply in this dataset.			kukuya.png							You probably start with procedures that you know work for some other language like Mende, and see whether they work here. In this case, we (1) look at cases of words that have one of the contour tones, because words with only H or only L will just always have a single tone associated with all of the TBUs, but contour tones can help you see e.g. “where” the contour happens; (2) look at cases of words with a mismatch in the number of tones and TBUs (e.g. HL tones and VVV, or LHL tones and VV), because these are cases where one-to-one mapping will fail. By seeing that the “tail” of contours is to the left, not the right (e.g., it’s LLH not LHH) and that in the triple-tone words with two TBUs, we have the contour to the left (LH, then L; not L, then HL), we see that the “leftover” stuff needs to be on the left edge instead of the right edge. Hence, the initial mapping procedure should proceed from right to left instead of left to right.
QU1601511512962	Tone	hard	Day 12 Handout, Question 7	Week 12 Handout, Question 7	Day 12 Handout, Question 7	2021-06-25	UR	Explain how you would figure out the underlying representations of the root morphemes in this dataset.			the root morphemes do not alternate, so their URs should be the same as their SRs, but with autosegmental representations -- so /teŋɡ/ and H for 'buy' and /ereŋɡ/ and L for 'read'; because of the OCP, there's only one tone in /ereŋɡ/							the root morphemes do not alternate, so their URs should be the same as their SRs, but with autosegmental representations -- so [teŋɡ] and H for 'buy' and [ereŋɡ] and L for 'read' 
QU1601511513527	Tone	hard	Day 12 Handout, Question 7	Week 12 Handout, Question 7	Day 12 Handout, Question 7	2021-06-25	UR	Explain how you would figure out the underlying representations of the suffix morphemes in this dataset.			shona.png							the suffix morphemes alternate, so we need to pick either one or the other or something else for their URs; because their tone is always predictable from their context, we can assume that they get the tones just from the tone-mapping procedures and are underlyingly toneless (the segments never alternate, so they are the same as in their URs)
QU1601511514347	Tone	hard	Day 12 Handout, Question 7	Week 12 Handout, Question 7	Day 12 Handout, Question 7	2021-06-25	description	What would be a good description of the alternation in this dataset?			shona.png					on sample final	omit	The suffixes that alternate appear with a H tone after a H-toned root, and wtih a L tone after a L-toned root. For example, the causative suffix appears with a H tone, as [és], in [-téŋɡ-és-á] ‘sell,’ but with a L tone, as [ès], in [-èrèŋɡ-ès-à] ‘make read.’
QU1601511514892	Tone	hard	Day 12 Handout, Question 7	Week 12 Handout, Question 7	Day 12 Handout, Question 7	2021-06-25		Explain how you would figure out the tone-mapping procedures that apply in this dataset.			shona.png							You probably start with procedures that you know work for some other language like Mende, and see whether they work here; in this case, there's only one underlying tone in each word, and it gets linked to every TBU, so you probably just need something like initial linking and then Leftover-TBU linking (there will never be any leftover tones)
QU1606619677532	Tone	medium	n/a	Week 12 Handout, Questions 3 \& 4	n/a	2021-06-25		Explain how many possible autosegmental representations there are for this form, and how you would select the best one.	[àpúté]									two basic ones (LHH each singly linked, or L and then a doubly linked H); an infinite number if you allow for other multiple linked ones or floating tones; pick L H using OCP
QU1606619900943	Tone	medium	n/a	Week 12 Handout, Questions 3 \& 4	n/a	2021-06-25		Explain how many possible autosegmental representations there are for this form, and how you would select the best one.	[ápùtê]									only one basic one (H, L, and then H-L both linked to final [e]); an infinite number if you allow for other multiple linked ones or floating tones; pick basic one because no reason to posit things you can't see on surface
