Person	Topic	Difficulty	Source	Question_latex	Image1	Image1Caption	Image2	Image2Caption
43672	Articulatory Phonetics	hard	Homework 1, Question 3(a)	Could this image be the result of producing the sound represented by the given IPA symbol? Why or why not?\\~\\{[t͡ʃ]}~\\\begin{figure}[H] \includegraphics{../images/staticpalatography_stop.png} \end{figure}~\\	staticpalatography_stop.png			
43672	Skewed Distributions	medium	Quiz 3, Question 3	L$_X$ (Language X) has three vowels, [i], [a], and [u]. L$_X$ has tetra-syllabic roots. If L$_X$ does not allow non-identical high vowels to co-occur, which one of the following tetra-syllabic vocalic sequences do you predict to be unattested in L$_X$? Explain why.\\~\\\begin{itemize} \item {[i...i...u...u]} \item {[a...a...i...i]} \item {[u...u...u...u]} \item {[i...i...i...a]} \end{itemize}~\\ 				
43672	Phonological Relationships and Analysis	very hard	Day 7 Handout, Question 9	What is the basic analysis of vowel length in this dataset, and what are the key pieces of evidence?\\~\\\begin{figure}[H] \includegraphics{../images/malayalam.png} \end{figure}~\\	malayalam.png			
43672	Other (pre-midterm)	easy	Day 1 Handout, Part II, Question 12	Is this question about phonetics or phonology, and why? (To be clear: you do NOT need to answer the question itself -- just tell me whether it's a question about phonetics or phonology.)\\~\\How would you describe the differences between an {[s]} and an {[f]}? what about between {[s]} and {[t]}? or between {[s]} and {[z]}? Think about how they sound, how it feels to produce them, how they look when you see other people producing them, etc.~\\ 				
43736	Transcription	easy	Day 2 Handout, Part I, Question 2	Explain why people might legitimately disagree about how many sounds this particular word contains.\\~\\<flowers>~\\ 				
43736	Articulatory Phonetics	medium	Day 2 Handout, Part II, Question 13	Explain why this image does or does not match the description.\\~\\\begin{itemize} \item A one-handed sign. \item Location: In front of signer’s chin. \item Handshape: Starts with an “L” shape; proximal joint of index finger folds down during the sign. \item Movement: Hand starts on far side of signer’s body and moves horizontally straight across. \end{itemize}~\\\begin{figure}[H] \includegraphics{../images/taiwansign_jealous.png} \caption{JEALOUS} \end{figure}~\\	taiwansign_jealous.png	JEALOUS		
43736	Skewed Distributions	hard	Day 4 Handout, Question 5	Explain why looking for patterns with consonants and vowels is a more reasonable approach to pattern finding in this dataset than looking for patterns with respect to all of the individual sounds in Ukrainian.\\~\\\begin{figure}[H] \includegraphics{../images/ukrainian.png} \end{figure}~\\	ukrainian.png			
43736	Phonological Relationships and Analysis	medium	Quiz 5, Question 2	State what kind of phonological relationship is shown between the sounds [o] and [a] and explain how you know.\\~\\\begin{figure}[H] \includegraphics{../images/peng70ao_d.png} \end{figure}~\\	peng70ao_d.png			
43736	Phonological Relationships and Analysis	very hard	Day 7 Handout, Question 9	What is the basic analysis of vowel length in this dataset, and what are the key pieces of evidence?\\~\\\begin{figure}[H] \includegraphics{../images/malayalam.png} \end{figure}~\\	malayalam.png			
43803	Transcription	easy	Quiz 1, Question 10	Explain whether this word either does or does not have an [ʃ] sound in it, and why the spelling and pronunciation either do or do not align.\\~\\<bassoon>~\\ 				
43803	Articulatory Phonetics	medium	Day 2 Discussion	Assuming a Standard North American English inventory, does this vowel need to have tenseness specified if you're giving a prose description? Why or why not?\\~\\{[u]}~\\ 				
43803	Skewed Distributions	medium	Quiz 3, Question 1	L$_X$ (Language X) has three vowels, [i], [a], and [u]. It has bi-syllabic roots like Kikuyu. It does not allow non-identical high vowels to co-occur. Of the following nine logically possible vocalic sequences, which ones should be unattested in L$_X$? Explain why.\\~\\\begin{itemize} \item {[i...i]} \item {[i...a]} \item {[i...u]} \item {[a...i]} \item {[a...a]} \item {[a...u]} \item {[u...i]} \item {[u...a]} \item {[u...u]} \end{itemize}~\\ 				
43803	Phonological Relationships and Analysis	very hard	Day 7 Handout, Question 12	What is the basic analysis of oral and nasal vowels in this dataset, and what are the key pieces of evidence?\\~\\\begin{figure}[H] \includegraphics{../images/english12.png} \end{figure}~\\	english12.png			
43803	Skewed Distributions	hard	Day 4 Handout, Question 7	Explain how you would go about looking for co-occurrence restrictions in bi-syllabic signs in ASL. (Refer to the data that follows.)\\~\\\begin{figure}[H] \includegraphics{../images/ASL_movement.png} \end{figure}~\\	ASL_movement.png			
43855	Transcription	easy	Quiz 1, Question 10	Explain whether this word either does or does not have an [ʃ] sound in it, and why the spelling and pronunciation either do or do not align.\\~\\<super>~\\ 				
43855	Articulatory Phonetics	medium	Day 2 Discussion	Assuming a Standard North American English inventory, does this vowel need to have tenseness specified if you're giving a prose description? Why or why not?\\~\\{[ɑ]}~\\ 				
43855	Skewed Distributions	medium	Quiz 3, Question 1	L$_X$ (Language X) has three vowels, [i], [a], and [u]. It has bi-syllabic roots like Kikuyu. It does not allow non-identical high vowels to co-occur. Of the following nine logically possible vocalic sequences, which ones should be unattested in L$_X$? Explain why.\\~\\\begin{itemize} \item {[i...i]} \item {[i...a]} \item {[i...u]} \item {[a...i]} \item {[a...a]} \item {[a...u]} \item {[u...i]} \item {[u...a]} \item {[u...u]} \end{itemize}~\\ 				
43855	Phonological Relationships and Analysis	very hard	Day 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_apple.png} \caption{APPLE} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_onion.png} \caption{ONION} \end{figure}~\\	asl_apple.png	APPLE	asl_onion.png	ONION
43855	Other (pre-midterm)	hard	Day 4 \& 6 Handouts	Explain how you could analyze this dataset in terms of sequential patterns vs. paradigmatic patterns.\\~\\\begin{figure}[H] \includegraphics{../images/ukrainian.png} \end{figure}~\\	ukrainian.png			
44237	Transcription	medium	Day 2 Handout, Part I, Question 11	How would this word be transcribed?\\ Explain how you chose the symbol you used for the vowel sound in this word.\\~\\<square>~\\ 				
44237	Articulatory Phonetics	medium	Homework 1, Question 3(b)	Explain why this is or is not a complete phonetic natural class in standard North American English.\\~\\{[p]}, {[b]}~\\ 				
44237	Skewed Distributions	hard	Day 4 Handout, Question 7	Explain how you would go about looking for co-occurrence restrictions in bi-syllabic signs in ASL. (Refer to the data that follows.)\\~\\\begin{figure}[H] \includegraphics{../images/ASL_movement.png} \end{figure}~\\	ASL_movement.png			
44237	Phonological Relationships and Analysis	very hard	Day 7 Handout, Question 12	What is the basic analysis of oral and nasal vowels in this dataset, and what are the key pieces of evidence?\\~\\\begin{figure}[H] \includegraphics{../images/english12.png} \end{figure}~\\	english12.png			
44237	Transcription	easy	Day 2 Handout, Part I, Question 3	Explain why people might legitimately disagree about how many sounds this particular word contains.\\~\\<rice>~\\ 				
44365	Transcription	easy	Day 2 Handout, Part I, Question 2	Explain why people might legitimately disagree about how many sounds this particular word contains.\\~\\<those>~\\ 				
44365	Articulatory Phonetics	medium	Quiz 2, Question 6	In the pronunciation of this word, which sounds are obstruents and which are sonorants? Explain your answer.\\~\\<language>~\\ 				
44365	Skewed Distributions	hard	Day 4 Handout, Question 6	If I gave you a new word in Malto, [di\_\_u], would it be possible to predict whether it's [d] or [ɖ] that goes in the blank? Explain why or why not.\\~\\\begin{figure}[H] \includegraphics{../images/malto.png} \end{figure}~\\	malto.png			
44365	Phonological Relationships and Analysis	very hard	Day 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_apple.png} \caption{APPLE} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_candy.png} \caption{CANDY} \end{figure}~\\	asl_apple.png	APPLE	asl_candy.png	CANDY
44365	Other (pre-midterm)	medium	Day 3 Handout, Question 3	Explain how you would figure out what the Luiseño form is for the morpheme whose meaning is given below. (To be clear: you do NOT necessarily need to give me the form itself -- just explain the process of figuring it out.)\\~\\‘make / cause’~\\\begin{figure}[H] \includegraphics{../images/luiseno.png} \end{figure}~\\	luiseno.png			
44715	Transcription	medium	Day 2 Handout, Part I, Question 11	How would this word be transcribed?\\ Explain how you chose the symbol you used for the first vowel sound in this word.\\~\\<vacuum>~\\ 				
44715	Articulatory Phonetics	easy	Day 2 Handout, Part II, Question 7	Is the symbol given a reasonable way to transcribe any of the sounds described below? If so, which one? If not, why not? Explain your answer.\\~\\{[ʒ]}~\\\begin{itemize} \item voiceless palatal affricate \item voiced velar nasal \item voiceless glottal fricative \item voiced labiodental fricative \item voiced interdental fricative \item voiced palatal fricative \end{itemize}~\\ 				
44715	Skewed Distributions	hard	Day 4 Handout, Question 6	If I gave you a new word in Malto, [di\_\_u], would it be possible to predict whether it's [d] or [t] that goes in the blank? Explain why or why not.\\~\\\begin{figure}[H] \includegraphics{../images/malto.png} \end{figure}~\\	malto.png			
44715	Phonological Relationships and Analysis	very hard	Day 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_stay.png} \caption{STAY} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_awkward.png} \caption{AWKWARD} \end{figure}~\\	asl_stay.png	STAY	asl_awkward.png	AWKWARD
44715	Transcription	medium	Day 2 Handout, Part I, Question 11	How would this word be transcribed?\\ Explain how you chose the symbol you used for the last consonant sound in this word.\\~\\<wealth>~\\ 				
44746	Transcription	medium	Day 2 Handout, Part I, Question 11	How would this word be transcribed?\\ Explain how you chose the symbol you used for the first consonant sound in this word.\\~\\<toy>~\\ 				
44746	Articulatory Phonetics	medium	Day 2 Discussion	Describe what the tongue would do / where it would move during each of the vowels in this word.\\~\\<July>~\\ 				
44746	Skewed Distributions	hard	Day 4 Handout, Question 6	If I gave you a new word in Malto, [di\_\_u], would it be possible to predict whether it's [d] or [ɖ] that goes in the blank? Explain why or why not.\\~\\\begin{figure}[H] \includegraphics{../images/malto.png} \end{figure}~\\	malto.png			
44746	Phonological Relationships and Analysis	very hard	Day 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_apple.png} \caption{APPLE} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_candy.png} \caption{CANDY} \end{figure}~\\	asl_apple.png	APPLE	asl_candy.png	CANDY
44746	Transcription	easy	Quiz 1, Question 10	Explain whether this word either does or does not have an [ʃ] sound in it, and why the spelling and pronunciation either do or do not align.\\~\\<bassoon>~\\ 				
45248	Transcription	medium	Day 2 Handout, Part I, Question 11	How would this word be transcribed?\\ Explain how you chose the symbol you used for the middle sound(s) in this word.\\~\\<bird>~\\ 				
45248	Articulatory Phonetics	easy	Day 2 Handout, Part II, Question 7	Is the symbol given a reasonable way to transcribe any of the sounds described below? If so, which one? If not, why not? Explain your answer.\\~\\{[ʒ]}~\\\begin{itemize} \item voiceless palatal affricate \item voiced velar nasal \item voiceless glottal fricative \item voiced labiodental fricative \item voiced interdental fricative \item voiced palatal fricative \end{itemize}~\\ 				
45248	Skewed Distributions	hard	Day 4 Handout, Question 7	Explain how you would go about looking for co-occurrence restrictions in bi-syllabic signs in ASL. (Refer to the data that follows.)\\~\\\begin{figure}[H] \includegraphics{../images/ASL_movement.png} \end{figure}~\\	ASL_movement.png			
45248	Phonological Relationships and Analysis	very hard	Day 7 Handout, Question 9	What is the basic analysis of vowel length in this dataset, and what are the key pieces of evidence?\\~\\\begin{figure}[H] \includegraphics{../images/malayalam.png} \end{figure}~\\	malayalam.png			
